Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
1998-01-14; ; ; ;4.204,46;0
1998-01-13; ; ; ;4.163,52;0
1998-01-12; ; ; ;4.094,54;0
1998-01-09; ; ; ;4.255,36;0
1998-01-08; ; ; ;4.354,64;0
1998-01-07; ; ; ;4.381,6;0
1998-01-06; ; ; ;4.369,06;0
1998-01-05; ; ; ;4.373,56;0
1998-01-02; ; ; ;4.274,7;0
1997-12-30; ; ; ;4.238,41;0
1997-12-29; ; ; ;4.181,71;0
1997-12-23; ; ; ;4.107,86;0
1997-12-22; ; ; ;4.041,66;0
1997-12-19; ; ; ;4.083,39;0
1997-12-18; ; ; ;4.162,75;0
1997-12-17; ; ; ;4.151,82;0
1997-12-16; ; ; ;4.069,02;0
1997-12-15; ; ; ;4.090,72;0
1997-12-12; ; ; ;4.057,56;0
1997-12-11; ; ; ;4.055,22;0
1997-12-10; ; ; ;4.160,89;0
1997-12-09; ; ; ;4.203,12;0
1997-12-08; ; ; ;4.224,26;0
1997-12-05; ; ; ;4.172,13;0
1997-12-04; ; ; ;4.133,76;0
1997-12-03; ; ; ;4.068,05;0
1997-12-02; ; ; ;4.094,99;0
1997-12-01; ; ; ;4.064,55;0
1997-11-28; ; ; ;3.949,37;0
1997-11-27; ; ; ;3.966,72;0
1997-11-26; ; ; ;3.925,29;0
1997-11-25; ; ; ;3.846,47;0
1997-11-24; ; ; ;3.837,56;0
1997-11-21; ; ; ;3.962,27;0
1997-11-20; ; ; ;3.909,21;0
1997-11-19; ; ; ;3.838,46;0
1997-11-18; ; ; ;3.816,75;0
1997-11-17; ; ; ;3.793,28;0
1997-11-14; ; ; ;3.760,55;0
1997-11-13; ; ; ;3.692,02;0
1997-11-12; ; ; ;3.665,63;0
1997-11-11; ; ; ;3.740,09;0
1997-11-10; ; ; ;3.766,97;0
1997-11-07; ; ; ;3.733,2;0
1997-11-06; ; ; ;3.830,61;0
1997-11-05; ; ; ;3.865,77;0
1997-11-04; ; ; ;3.819,9;0
1997-11-03; ; ; ;3.842,02;0
1997-10-31; ; ; ;3.764,24;0
1997-10-30; ; ; ;3.730,29;0
1997-10-29; ; ; ;3.800,23;0
1997-10-28; ; ; ;3.614,92;0
1997-10-27; ; ; ;3.923,23;0
1997-10-24; ; ; ;4.062,52;0
1997-10-23; ; ; ;4.041,21;0
1997-10-22; ; ; ;4.195,23;0
1997-10-21; ; ; ;4.137,13;0
1997-10-20; ; ; ;4.034,68;0
1997-10-17; ; ; ;4.055,21;0
1997-10-16; ; ; ;4.116,79;0
1997-10-15; ; ; ;4.203,86;0
1997-10-14; ; ; ;4.194,8;0
1997-10-13; ; ; ;4.232,37;0
1997-10-10; ; ; ;4.190,13;0
1997-10-09; ; ; ;4.257,98;0
1997-10-08; ; ; ;4.328,44;0
1997-10-07; ; ; ;4.339,12;0
1997-10-06; ; ; ;4.281,79;0
1997-10-03; ; ; ;4.252,56;0
1997-10-02; ; ; ;4.252,56;0
1997-10-01; ; ; ;4.178,46;0
1997-09-30; ; ; ;4.165,79;0
1997-09-29; ; ; ;4.118,46;0
1997-09-26; ; ; ;4.073,61;0
1997-09-25; ; ; ;4.139,07;0
1997-09-24; ; ; ;4.094,53;0
1997-09-23; ; ; ;4.125,22;0
1997-09-22; ; ; ;4.082,94;0
1997-09-19; ; ; ;4.037,88;0
1997-09-18; ; ; ;3.969,21;0
1997-09-17; ; ; ;3.988,04;0
1997-09-16; ; ; ;3.876,27;0
1997-09-15; ; ; ;3.822,08;0
1997-09-12; ; ; ;3.908,34;0
1997-09-11; ; ; ;3.974,14;0
1997-09-10; ; ; ;4.054,44;0
1997-09-09; ; ; ;4.103,41;0
1997-09-08; ; ; ;4.066,33;0
1997-09-05; ; ; ;4.101,11;0
1997-09-04; ; ; ;4.058,06;0
1997-09-03; ; ; ;4.109,9;0
1997-09-02; ; ; ;4.042,24;0
1997-09-01; ; ; ;3.975,52;0
1997-08-29; ; ; ;3.887,19;0
1997-08-28; ; ; ;4.018,9;0
1997-08-27; ; ; ;3.969,26;0
1997-08-26; ; ; ;3.971,82;0
1997-08-25; ; ; ;4.079,8;0
1997-08-22; ; ; ;4.115,63;0
1997-08-21; ; ; ;4.258,86;0
1997-08-20; ; ; ;4.232,36;0
1997-08-19; ; ; ;4.175,66;0
1997-08-18; ; ; ;4.049,75;0
1997-08-15; ; ; ;4.153,59;0
1997-08-14; ; ; ;4.229,23;0
1997-08-13; ; ; ;4.311,83;0
1997-08-12; ; ; ;4.364,74;0
1997-08-11; ; ; ;4.315,28;0
1997-08-08; ; ; ;4.375,04;0
1997-08-07; ; ; ;4.404,86;0
1997-08-06; ; ; ;4.310,25;0
1997-08-05; ; ; ;4.328,32;0
1997-08-04; ; ; ;4.327,22;0
1997-08-01; ; ; ;4.407,77;0
1997-07-31; ; ; ;4.445,44;0
1997-07-30; ; ; ;4.404,99;0
1997-07-29; ; ; ;4.385,19;0
1997-07-28; ; ; ;4.377,39;0
1997-07-25; ; ; ;4.335,36;0
1997-07-24; ; ; ;4.348,14;0
1997-07-23; ; ; ;4.398,46;0
1997-07-22; ; ; ;4.207,09;0
1997-07-21; ; ; ;4.124,18;0
1997-07-18; ; ; ;4.199,75;0
1997-07-17; ; ; ;4.216,23;0
1997-07-16; ; ; ;4.186,38;0
1997-07-15; ; ; ;4.119,4;0
1997-07-14; ; ; ;4.121,76;0
1997-07-11; ; ; ;4.036,79;0
1997-07-10; ; ; ;4.001,82;0
1997-07-09; ; ; ;4.058,48;0
1997-07-08; ; ; ;4.011,09;0
1997-07-07; ; ; ;3.957,8;0
1997-07-04; ; ; ;3.944,57;0
1997-07-03; ; ; ;3.887,83;0
1997-07-02; ; ; ;3.854,51;0
1997-07-01; ; ; ;3.813,51;0
1997-06-30; ; ; ;3.804,91;0
1997-06-27; ; ; ;3.788,25;0
1997-06-26; ; ; ;3.813,2;0
1997-06-25; ; ; ;3.788,21;0
1997-06-24; ; ; ;3.752,32;0
1997-06-23; ; ; ;3.763,96;0
1997-06-20; ; ; ;3.795,91;0
1997-06-19; ; ; ;3.748,12;0
1997-06-18; ; ; ;3.730,03;0
1997-06-17; ; ; ;3.751,84;0
1997-06-16; ; ; ;3.770,83;0
1997-06-13; ; ; ;3.742,6;0
1997-06-12; ; ; ;3.713,93;0
1997-06-11; ; ; ;3.679,74;0
1997-06-10; ; ; ;3.659,86;0
1997-06-09; ; ; ;3.700,85;0
1997-06-05; ; ; ;3.669,63;0
1997-06-04; ; ; ;3.644,08;0
1997-06-03; ; ; ;3.625,32;0
1997-06-02; ; ; ;3.592,07;0
1997-05-30; ; ; ;3.562,41;0
1997-05-29; ; ; ;3.675,58;0
1997-05-28; ; ; ;3.675,58;0
1997-05-27; ; ; ;3.669,1;0
1997-05-26; ; ; ;3.641,03;0
1997-05-23; ; ; ;3.598,12;0
1997-05-22; ; ; ;3.599,84;0
1997-05-21; ; ; ;3.589,81;0
1997-05-20; ; ; ;3.540,51;0
1997-05-19; ; ; ;3.605,17;0
1997-05-16; ; ; ;3.605,17;0
1997-05-15; ; ; ;3.563,24;0
1997-05-14; ; ; ;3.577,7;0
1997-05-13; ; ; ;3.591,08;0
1997-05-12; ; ; ;3.562,28;0
1997-05-09; ; ; ;3.561,24;0
1997-05-08; ; ; ;3.547,37;0
1997-05-07; ; ; ;3.547,37;0
1997-05-06; ; ; ;3.561,42;0
1997-05-05; ; ; ;3.531,44;0
1997-05-02; ; ; ;3.453,45;0
1997-05-01; ; ; ;3.435,57;0
1997-04-30; ; ; ;3.435,57;0
1997-04-28; ; ; ;3.372,45;0
1997-04-25; ; ; ;3.383,78;0
1997-04-24; ; ; ;3.404,88;0
1997-04-23; ; ; ;3.398,39;0
1997-04-22; ; ; ;3.354,13;0
1997-04-21; ; ; ;3.332,04;0
1997-04-18; ; ; ;3.350,49;0
1997-04-17; ; ; ;3.372,86;0
1997-04-16; ; ; ;3.351,48;0
1997-04-15; ; ; ;3.328,58;0
1997-04-14; ; ; ;3.280,71;0
1997-04-11; ; ; ;3.355,1;0
1997-04-10; ; ; ;3.356,19;0
1997-04-09; ; ; ;3.356,97;0
1997-04-08; ; ; ;3.331,04;0
1997-04-07; ; ; ;3.323,51;0
1997-04-04; ; ; ;3.236,87;0
1997-04-03; ; ; ;3.214,77;0
1997-04-02; ; ; ;3.306,65;0
1997-04-01; ; ; ;3.281,44;0
1997-03-31; ; ; ;3.440,84;0
1997-03-28; ; ; ;3.440,84;0
1997-03-27; ; ; ;3.440,84;0
1997-03-26; ; ; ;3.410,67;0
1997-03-25; ; ; ;3.337,43;0
1997-03-24; ; ; ;3.318,37;0
1997-03-21; ; ; ;3.298,94;0
1997-03-20; ; ; ;3.282,45;0
1997-03-19; ; ; ;3.295,64;0
1997-03-18; ; ; ;3.321,28;0
1997-03-17; ; ; ;3.367,41;0
1997-03-14; ; ; ;3.336,11;0
1997-03-13; ; ; ;3.345,42;0
1997-03-12; ; ; ;3.413,49;0
1997-03-11; ; ; ;3.460,07;0
1997-03-10; ; ; ;3.432,28;0
1997-03-07; ; ; ;3.375,53;0
1997-03-06; ; ; ;3.408,02;0
1997-03-05; ; ; ;3.343,65;0
1997-03-04; ; ; ;3.314,81;0
1997-03-03; ; ; ;3.265,31;0
1997-02-28; ; ; ;3.258,04;0
1997-02-27; ; ; ;3.280,66;0
1997-02-26; ; ; ;3.234,59;0
1997-02-25; ; ; ;3.235,96;0
1997-02-24; ; ; ;3.186,84;0
1997-02-21; ; ; ;3.186,47;0
1997-02-19; ; ; ;3.240,3;0
1997-02-18; ; ; ;3.277,31;0
1997-02-17; ; ; ;3.231,62;0
1997-02-14; ; ; ;3.253,5;0
1997-02-13; ; ; ;3.227,4;0
1997-02-12; ; ; ;3.211,52;0
1997-02-11; ; ; ;3.183,9;0
1997-02-10; ; ; ;3.172,78;0
1997-02-07; ; ; ;3.135,41;0
1997-02-06; ; ; ;3.105,28;0
1997-02-05; ; ; ;3.090,21;0
1997-02-04; ; ; ;3.075,52;0
1997-02-03; ; ; ;3.049,18;0
1997-01-31; ; ; ;3.026,73;0
1997-01-29; ; ; ;3.003,02;0
1997-01-28; ; ; ;2.990,17;0
1997-01-27; ; ; ;2.993,18;0
1997-01-24; ; ; ;3.002,59;0
1997-01-23; ; ; ;3.028,65;0
1997-01-22; ; ; ;3.028,88;0
1997-01-21; ; ; ;2.982,26;0
1997-01-20; ; ; ;3.027,49;0
1997-01-17; ; ; ;3.002,72;0
1997-01-16; ; ; ;2.997,28;0
1997-01-15; ; ; ;2.989,59;0
1997-01-14; ; ; ;2.950,78;0
1997-01-10; ; ; ;2.929,82;0
1997-01-09; ; ; ;2.894,01;0
1997-01-08; ; ; ;2.900,99;0
1997-01-07; ; ; ;2.881,8;0
1997-01-06; ; ; ;2.892,93;0
1997-01-03; ; ; ;2.844,51;0
1997-01-02; ; ; ;2.844,63;0
1996-12-30; ; ; ;2.861,66;0
1996-12-27; ; ; ;2.855,54;0
1996-12-23; ; ; ;2.843,57;0
1996-12-20; ; ; ;2.855,84;0
1996-12-19; ; ; ;2.807,63;0
1996-12-18; ; ; ;2.824,43;0
1996-12-17; ; ; ;2.811,83;0
1996-12-16; ; ; ;2.841,16;0
1996-12-13; ; ; ;2.806,11;0
1996-12-12; ; ; ;2.842,51;0
1996-12-11; ; ; ;2.842,51;0
1996-12-10; ; ; ;2.887,47;0
1996-12-09; ; ; ;2.852,79;0
1996-12-06; ; ; ;2.824,42;0
1996-12-05; ; ; ;2.910,88;0
1996-12-04; ; ; ;2.866,27;0
1996-12-03; ; ; ;2.888,8;0
1996-12-02; ; ; ;2.857,66;0
1996-11-29; ; ; ;2.838,06;0
1996-11-28; ; ; ;2.814,52;0
1996-11-27; ; ; ;2.800,49;0
1996-11-26; ; ; ;2.808,93;0
1996-11-25; ; ; ;2.788,69;0
1996-11-22; ; ; ;2.762,59;0
1996-11-21; ; ; ;2.760,6;0
1996-11-20; ; ; ;2.782,84;0
1996-11-19; ; ; ;2.764,43;0
1996-11-18; ; ; ;2.778,89;0
1996-11-15; ; ; ;2.792,29;0
1996-11-14; ; ; ;2.775,86;0
1996-11-13; ; ; ;2.771,87;0
1996-11-12; ; ; ;2.731,71;0
1996-11-11; ; ; ;2.733,68;0
1996-11-08; ; ; ;2.736,65;0
1996-11-07; ; ; ;2.712,2;0
1996-11-06; ; ; ;2.730,9;0
1996-11-05; ; ; ;2.681,29;0
1996-11-04; ; ; ;2.667,7;0
1996-10-31; ; ; ;2.664,65;0
1996-10-30; ; ; ;2.686,04;0
1996-10-29; ; ; ;2.681,54;0
1996-10-28; ; ; ;2.705,34;0
1996-10-25; ; ; ;2.675,41;0
1996-10-24; ; ; ;2.684,16;0
1996-10-23; ; ; ;2.697,9;0
1996-10-22; ; ; ;2.720,67;0
1996-10-21; ; ; ;2.726,71;0
1996-10-18; ; ; ;2.732,31;0
1996-10-17; ; ; ;2.715,02;0
1996-10-16; ; ; ;2.716,57;0
1996-10-15; ; ; ;2.723,52;0
1996-10-14; ; ; ;2.693,84;0
1996-10-11; ; ; ;2.685,94;0
1996-10-10; ; ; ;2.685,15;0
1996-10-09; ; ; ;2.697,44;0
1996-10-08; ; ; ;2.695,7;0
1996-10-07; ; ; ;2.701,14;0
1996-10-04; ; ; ;2.676,82;0
1996-10-03; ; ; ;2.669,89;0
1996-10-02; ; ; ;2.669,89;0
1996-10-01; ; ; ;2.658,64;0
1996-09-30; ; ; ;2.646,82;0
1996-09-27; ; ; ;2.657,98;0
1996-09-26; ; ; ;2.668,49;0
1996-09-25; ; ; ;2.654,06;0
1996-09-24; ; ; ;2.637,28;0
1996-09-23; ; ; ;2.628,35;0
1996-09-20; ; ; ;2.641,43;0
1996-09-19; ; ; ;2.621,8;0
1996-09-18; ; ; ;2.629,38;0
1996-09-17; ; ; ;2.624,29;0
1996-09-16; ; ; ;2.621,74;0
1996-09-13; ; ; ;2.591,29;0
1996-09-12; ; ; ;2.572,39;0
1996-09-11; ; ; ;2.566,17;0
1996-09-10; ; ; ;2.566,04;0
1996-09-09; ; ; ;2.548,21;0
1996-09-06; ; ; ;2.520,52;0
1996-09-05; ; ; ;2.526,82;0
1996-09-04; ; ; ;2.528,24;0
1996-09-03; ; ; ;2.514,8;0
1996-09-02; ; ; ;2.536,11;0
1996-08-30; ; ; ;2.541,74;0
1996-08-29; ; ; ;2.555,45;0
1996-08-28; ; ; ;2.567,21;0
1996-08-27; ; ; ;2.554,88;0
1996-08-26; ; ; ;2.548,4;0
1996-08-23; ; ; ;2.559,09;0
1996-08-22; ; ; ;2.542,15;0
1996-08-21; ; ; ;2.544,38;0
1996-08-20; ; ; ;2.561,63;0
1996-08-19; ; ; ;2.563,9;0
1996-08-16; ; ; ;2.550,92;0
1996-08-15; ; ; ;2.548,77;0
1996-08-14; ; ; ;2.541,01;0
1996-08-13; ; ; ;2.527,22;0
1996-08-12; ; ; ;2.527,22;0
1996-08-09; ; ; ;2.528,57;0
1996-08-08; ; ; ;2.540,13;0
1996-08-07; ; ; ;2.529,29;0
1996-08-06; ; ; ;2.522,78;0
1996-08-05; ; ; ;2.522,43;0
1996-08-02; ; ; ;2.505,62;0
1996-08-01; ; ; ;2.491,4;0
1996-07-31; ; ; ;2.471,41;0
1996-07-30; ; ; ;2.457,31;0
1996-07-29; ; ; ;2.476,08;0
1996-07-26; ; ; ;2.471,72;0
1996-07-25; ; ; ;2.473,79;0
1996-07-24; ; ; ;2.455,87;0
1996-07-23; ; ; ;2.478,68;0
1996-07-22; ; ; ;2.484,59;0
1996-07-19; ; ; ;2.523,21;0
1996-07-18; ; ; ;2.510,39;0
1996-07-17; ; ; ;2.501,04;0
1996-07-16; ; ; ;2.483,77;0
1996-07-15; ; ; ;2.547,98;0
1996-07-12; ; ; ;2.545,96;0
1996-07-11; ; ; ;2.573,75;0
1996-07-10; ; ; ;2.573,21;0
1996-07-09; ; ; ;2.560,43;0
1996-07-08; ; ; ;2.552,91;0
1996-07-05; ; ; ;2.583,04;0
1996-07-04; ; ; ;2.572,08;0
1996-07-03; ; ; ;2.570,07;0
1996-07-02; ; ; ;2.575,92;0
1996-07-01; ; ; ;2.561,73;0
1996-06-28; ; ; ;2.561,24;0
1996-06-27; ; ; ;2.568,14;0
1996-06-26; ; ; ;2.575,37;0
1996-06-25; ; ; ;2.572,24;0
1996-06-24; ; ; ;2.559,9;0
1996-06-21; ; ; ;2.540,35;0
1996-06-20; ; ; ;2.543,14;0
1996-06-19; ; ; ;2.552,49;0
1996-06-18; ; ; ;2.551,73;0
1996-06-17; ; ; ;2.549,23;0
1996-06-14; ; ; ;2.552,36;0
1996-06-13; ; ; ;2.565,4;0
1996-06-12; ; ; ;2.562,15;0
1996-06-11; ; ; ;2.549,21;0
1996-06-10; ; ; ;2.555,26;0
1996-06-07; ; ; ;2.561,4;0
1996-06-06; ; ; ;2.552,93;0
1996-06-05; ; ; ;2.552,93;0
1996-06-04; ; ; ;2.543,07;0
1996-06-03; ; ; ;2.528,63;0
1996-05-31; ; ; ;2.543,91;0
1996-05-30; ; ; ;2.530,13;0
1996-05-29; ; ; ;2.556,44;0
1996-05-28; ; ; ;2.553,98;0
1996-05-27; ; ; ;2.540,16;0
1996-05-24; ; ; ;2.540,16;0
1996-05-23; ; ; ;2.557,58;0
1996-05-22; ; ; ;2.550,89;0
1996-05-21; ; ; ;2.551,22;0
1996-05-20; ; ; ;2.550,42;0
1996-05-17; ; ; ;2.527,43;0
1996-05-16; ; ; ;2.527,3;0
1996-05-15; ; ; ;2.527,3;0
1996-05-14; ; ; ;2.513,09;0
1996-05-13; ; ; ;2.498,74;0
1996-05-10; ; ; ;2.465,5;0
1996-05-09; ; ; ;2.468,45;0
1996-05-08; ; ; ;2.478,04;0
1996-05-07; ; ; ;2.475,04;0
1996-05-06; ; ; ;2.467,15;0
1996-05-03; ; ; ;2.463,07;0
1996-05-02; ; ; ;2.502,22;0
1996-05-01; ; ; ;2.498,17;0
1996-04-30; ; ; ;2.498,17;0
1996-04-29; ; ; ;2.519,77;0
1996-04-26; ; ; ;2.536,8;0
1996-04-25; ; ; ;2.527,73;0
1996-04-24; ; ; ;2.538,05;0
1996-04-23; ; ; ;2.551,71;0
1996-04-22; ; ; ;2.544,55;0
1996-04-19; ; ; ;2.524,84;0
1996-04-18; ; ; ;2.529,21;0
1996-04-17; ; ; ;2.533,66;0
1996-04-16; ; ; ;2.534,4;0
1996-04-15; ; ; ;2.539,46;0
1996-04-12; ; ; ;2.509,2;0
1996-04-11; ; ; ;2.510,91;0
1996-04-10; ; ; ;2.524,08;0
1996-04-09; ; ; ;2.496,69;0
1996-04-08; ; ; ;2.499,77;0
1996-04-05; ; ; ;2.499,77;0
1996-04-04; ; ; ;2.499,77;0
1996-04-03; ; ; ;2.499,42;0
1996-04-02; ; ; ;2.495,85;0
1996-04-01; ; ; ;2.489,81;0
1996-03-29; ; ; ;2.484,71;0
1996-03-28; ; ; ;2.511,6;0
1996-03-27; ; ; ;2.520,85;0
1996-03-26; ; ; ;2.499,76;0
1996-03-25; ; ; ;2.502,5;0
1996-03-22; ; ; ;2.501,26;0
1996-03-21; ; ; ;2.493,96;0
1996-03-20; ; ; ;2.487,74;0
1996-03-19; ; ; ;2.491,16;0
1996-03-18; ; ; ;2.463,3;0
1996-03-15; ; ; ;2.459,33;0
1996-03-14; ; ; ;2.430,84;0
1996-03-13; ; ; ;2.420,72;0
1996-03-12; ; ; ;2.437,14;0
1996-03-11; ; ; ;2.404,41;0
1996-03-08; ; ; ;2.460,59;0
1996-03-07; ; ; ;2.480,71;0
1996-03-06; ; ; ;2.465,91;0
1996-03-05; ; ; ;2.492,54;0
1996-03-04; ; ; ;2.492,9;0
1996-03-01; ; ; ;2.491,73;0
1996-02-29; ; ; ;2.479,07;0
1996-02-28; ; ; ;2.469,94;0
1996-02-27; ; ; ;2.445,63;0
1996-02-26; ; ; ;2.442,96;0
1996-02-23; ; ; ;2.446,81;0
1996-02-22; ; ; ;2.421,11;0
1996-02-21; ; ; ;2.378,56;0
1996-02-20; ; ; ;2.391,64;0
1996-02-19; ; ; ;2.402,57;0
1996-02-16; ; ; ;2.429,2;0
1996-02-15; ; ; ;2.418,85;0
1996-02-14; ; ; ;2.423,89;0
1996-02-13; ; ; ;2.432,16;0
1996-02-12; ; ; ;2.425,56;0
1996-02-09; ; ; ;2.406,17;0
1996-02-08; ; ; ;2.433,31;0
1996-02-07; ; ; ;2.443,62;0
1996-02-06; ; ; ;2.426,39;0
1996-02-05; ; ; ;2.421,34;0
1996-02-02; ; ; ;2.453,2;0
1996-02-01; ; ; ;2.468,62;0
1996-01-31; ; ; ;2.470,92;0
1996-01-30; ; ; ;2.437,87;0
1996-01-29; ; ; ;2.436,03;0
1996-01-26; ; ; ;2.431,88;0
1996-01-25; ; ; ;2.441,46;0
1996-01-24; ; ; ;2.416,21;0
1996-01-23; ; ; ;2.385,5;0
1996-01-22; ; ; ;2.397,37;0
1996-01-19; ; ; ;2.398,2;0
1996-01-18; ; ; ;2.377,65;0
1996-01-17; ; ; ;2.370,56;0
1996-01-16; ; ; ;2.377,1;0
1996-01-15; ; ; ;2.365,55;0
1996-01-12; ; ; ;2.355,64;0
1996-01-11; ; ; ;2.328,22;0
1996-01-10; ; ; ;2.345,7;0
1996-01-09; ; ; ;2.346,04;0
1996-01-08; ; ; ;2.318,66;0
1996-01-05; ; ; ;2.326,09;0
1996-01-04; ; ; ;2.326,94;0
1996-01-03; ; ; ;2.327,05;0
1996-01-02; ; ; ;2.279,08;0
1995-12-29; ; ; ;2.266,73;0
1995-12-28; ; ; ;2.276,91;0
1995-12-27; ; ; ;2.279,33;0
1995-12-22; ; ; ;2.276,91;0
1995-12-21; ; ; ;2.263,87;0
1995-12-20; ; ; ;2.256,36;0
1995-12-19; ; ; ;2.242,11;0
1995-12-18; ; ; ;2.266,19;0
1995-12-15; ; ; ;2.278,31;0
1995-12-14; ; ; ;2.287,9;0
1995-12-13; ; ; ;2.278,54;0
1995-12-12; ; ; ;2.285,29;0
1995-12-11; ; ; ;2.278,84;0
1995-12-08; ; ; ;2.258,54;0
1995-12-07; ; ; ;2.269,99;0
1995-12-06; ; ; ;2.260,82;0
1995-12-05; ; ; ;2.260,75;0
1995-12-04; ; ; ;2.254,43;0
1995-12-01; ; ; ;2.255,34;0
1995-11-30; ; ; ;2.234,93;0
1995-11-29; ; ; ;2.250,48;0
1995-11-28; ; ; ;2.242,54;0
1995-11-27; ; ; ;2.229,93;0
1995-11-24; ; ; ;2.199,38;0
1995-11-23; ; ; ;2.199,03;0
1995-11-22; ; ; ;2.201,9;0
1995-11-21; ; ; ;2.198,38;0
1995-11-20; ; ; ;2.215,54;0
1995-11-17; ; ; ;2.203,15;0
1995-11-16; ; ; ;2.205,42;0
1995-11-15; ; ; ;2.190,31;0
1995-11-14; ; ; ;2.189,3;0
1995-11-13; ; ; ;2.177,3;0
1995-11-10; ; ; ;2.169,01;0
1995-11-09; ; ; ;2.192,19;0
1995-11-08; ; ; ;2.175,98;0
1995-11-07; ; ; ;2.168,31;0
1995-11-06; ; ; ;2.163,65;0
1995-11-03; ; ; ;2.183,4;0
1995-11-02; ; ; ;2.183,08;0
1995-11-01; ; ; ;2.165,05;0
1995-10-31; ; ; ;2.159,84;0
1995-10-30; ; ; ;2.146,52;0
1995-10-27; ; ; ;2.104,38;0
1995-10-26; ; ; ;2.135,19;0
1995-10-25; ; ; ;2.145,47;0
1995-10-24; ; ; ;2.113,72;0
1995-10-23; ; ; ;2.122,68;0
1995-10-20; ; ; ;2.180,56;0
1995-10-19; ; ; ;2.185,57;0
1995-10-18; ; ; ;2.181,1;0
1995-10-17; ; ; ;2.197,25;0
1995-10-16; ; ; ;2.197,55;0
1995-10-13; ; ; ;2.190,84;0
1995-10-12; ; ; ;2.164,8;0
1995-10-11; ; ; ;2.143,92;0
1995-10-10; ; ; ;2.164,95;0
1995-10-09; ; ; ;2.169,67;0
1995-10-06; ; ; ;2.172,89;0
1995-10-05; ; ; ;2.213,31;0
1995-10-04; ; ; ;2.215,54;0
1995-10-03; ; ; ;2.201,69;0
1995-10-02; ; ; ;2.201,69;0
1995-09-29; ; ; ;2.187,9;0
1995-09-28; ; ; ;2.170,43;0
1995-09-27; ; ; ;2.200,69;0
1995-09-26; ; ; ;2.228,18;0
1995-09-25; ; ; ;2.207,64;0
1995-09-22; ; ; ;2.232,48;0
1995-09-21; ; ; ;2.287,49;0
1995-09-20; ; ; ;2.310,83;0
1995-09-19; ; ; ;2.310,62;0
1995-09-18; ; ; ;2.303,41;0
1995-09-15; ; ; ;2.308,18;0
1995-09-14; ; ; ;2.302,21;0
1995-09-13; ; ; ;2.275,46;0
1995-09-12; ; ; ;2.272,82;0
1995-09-11; ; ; ;2.259,39;0
1995-09-08; ; ; ;2.275,17;0
1995-09-07; ; ; ;2.257,68;0
1995-09-06; ; ; ;2.276,39;0
1995-09-05; ; ; ;2.261,22;0
1995-09-04; ; ; ;2.244,7;0
1995-09-01; ; ; ;2.235,1;0
1995-08-31; ; ; ;2.240,09;0
1995-08-30; ; ; ;2.240,61;0
1995-08-29; ; ; ;2.231,9;0
1995-08-28; ; ; ;2.245,32;0
1995-08-25; ; ; ;2.250,27;0
1995-08-24; ; ; ;2.254,45;0
1995-08-23; ; ; ;2.259,04;0
1995-08-21; ; ; ;2.271,03;0
1995-08-18; ; ; ;2.258,21;0
1995-08-17; ; ; ;2.252,73;0
1995-08-16; ; ; ;2.251,3;0
1995-08-15; ; ; ;2.229,49;0
1995-08-14; ; ; ;2.210,94;0
1995-08-11; ; ; ;2.230,09;0
1995-08-10; ; ; ;2.216,06;0
1995-08-09; ; ; ;2.221,5;0
1995-08-08; ; ; ;2.236,88;0
1995-08-07; ; ; ;2.243,37;0
1995-08-04; ; ; ;2.236,92;0
1995-08-03; ; ; ;2.235,13;0
1995-08-02; ; ; ;2.236,96;0
1995-08-01; ; ; ;2.224,47;0
1995-07-31; ; ; ;2.214,09;0
1995-07-28; ; ; ;2.233,99;0
1995-07-27; ; ; ;2.236,53;0
1995-07-26; ; ; ;2.239,51;0
1995-07-25; ; ; ;2.231,62;0
1995-07-24; ; ; ;2.204,25;0
1995-07-21; ; ; ;2.195,01;0
1995-07-20; ; ; ;2.174,93;0
1995-07-19; ; ; ;2.180,58;0
1995-07-18; ; ; ;2.195,63;0
1995-07-17; ; ; ;2.199,85;0
1995-07-14; ; ; ;2.195,76;0
1995-07-13; ; ; ;2.206,28;0
1995-07-11; ; ; ;2.183,28;0
1995-07-10; ; ; ;2.176,63;0
1995-07-07; ; ; ;2.151,48;0
1995-07-06; ; ; ;2.115,94;0
1995-07-05; ; ; ;2.104,69;0
1995-07-04; ; ; ;2.109,05;0
1995-07-03; ; ; ;2.087,02;0
1995-06-30; ; ; ;2.084,91;0
1995-06-29; ; ; ;2.102,99;0
1995-06-28; ; ; ;2.096,15;0
1995-06-27; ; ; ;2.121,82;0
1995-06-26; ; ; ;2.133,93;0
1995-06-23; ; ; ;2.135,35;0
1995-06-22; ; ; ;2.134,66;0
1995-06-21; ; ; ;2.151,82;0
1995-06-20; ; ; ;2.146,01;0
1995-06-19; ; ; ;2.134,78;0
1995-06-16; ; ; ;2.123,95;0
1995-06-15; ; ; ;2.134,82;0
1995-06-14; ; ; ;2.134,82;0
1995-06-13; ; ; ;2.123,08;0
1995-06-12; ; ; ;2.112,78;0
1995-06-09; ; ; ;2.122,81;0
1995-06-08; ; ; ;2.129,37;0
1995-06-07; ; ; ;2.143,23;0
1995-06-06; ; ; ;2.150,04;0
1995-06-05; ; ; ;2.131,98;0
1995-06-02; ; ; ;2.131,98;0
1995-06-01; ; ; ;2.131,13;0
1995-05-31; ; ; ;2.088,35;0
