Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2000-08-14; ; ; ;7.331,67;0
2000-08-11; ; ; ;7.322,98;0
2000-08-10; ; ; ;7.280,97;0
2000-08-09; ; ; ;7.226,71;0
2000-08-08; ; ; ;7.123,81;0
2000-08-07; ; ; ;7.113,22;0
2000-08-04; ; ; ;7.016,59;0
2000-08-03; ; ; ;7.037,91;0
2000-08-02; ; ; ;7.112,45;0
2000-08-01; ; ; ;7.145,53;0
2000-07-31; ; ; ;7.190,37;0
2000-07-28; ; ; ;7.128,3;0
2000-07-27; ; ; ;7.183,44;0
2000-07-26; ; ; ;7.302,12;0
2000-07-25; ; ; ;7.329,04;0
2000-07-24; ; ; ;7.328,31;0
2000-07-21; ; ; ;7.373,26;0
2000-07-20; ; ; ;7.480,14;0
2000-07-19; ; ; ;7.366,57;0
2000-07-18; ; ; ;7.406,91;0
2000-07-17; ; ; ;7.430,7;0
2000-07-14; ; ; ;7.318,38;0
2000-07-13; ; ; ;7.195,99;0
2000-07-12; ; ; ;7.065,97;0
2000-07-11; ; ; ;7.003,98;0
2000-07-10; ; ; ;7.070,82;0
2000-07-07; ; ; ;7.052,22;0
2000-07-06; ; ; ;6.951,09;0
2000-07-05; ; ; ;6.961,73;0
2000-07-04; ; ; ;6.944,36;0
2000-07-03; ; ; ;6.958,96;0
2000-06-30; ; ; ;6.898,21;0
2000-06-29; ; ; ;6.874,54;0
2000-06-28; ; ; ;7.056,05;0
2000-06-27; ; ; ;7.048,96;0
2000-06-26; ; ; ;7.027,19;0
2000-06-23; ; ; ;6.980,41;0
2000-06-22; ; ; ;7.053,67;0
2000-06-21; ; ; ;7.100,09;0
2000-06-20; ; ; ;7.227,27;0
2000-06-19; ; ; ;7.198,8;0
2000-06-16; ; ; ;7.160,62;0
2000-06-15; ; ; ;7.328,62;0
2000-06-14; ; ; ;7.350,94;0
2000-06-13; ; ; ;7.268,91;0
2000-06-12; ; ; ;7.235,64;0
2000-06-09; ; ; ;7.254,53;0
2000-06-08; ; ; ;7.243,13;0
2000-06-07; ; ; ;7.292,98;0
2000-06-06; ; ; ;7.359,8;0
2000-06-05; ; ; ;7.408,02;0
2000-06-02; ; ; ;7.438,95;0
2000-06-01; ; ; ;7.272,76;0
2000-05-31; ; ; ;7.109,67;0
2000-05-30; ; ; ;7.119,26;0
2000-05-29; ; ; ;7.016,66;0
2000-05-26; ; ; ;6.938,33;0
2000-05-25; ; ; ;6.978,87;0
2000-05-24; ; ; ;6.834,88;0
2000-05-23; ; ; ;6.927,69;0
2000-05-22; ; ; ;6.912,96;0
2000-05-19; ; ; ;6.989,03;0
2000-05-18; ; ; ;7.181,58;0
2000-05-17; ; ; ;7.211,51;0
2000-05-16; ; ; ;7.371,06;0
2000-05-15; ; ; ;7.195,15;0
2000-05-12; ; ; ;7.269,28;0
2000-05-11; ; ; ;7.259,48;0
2000-05-10; ; ; ;7.120,86;0
2000-05-09; ; ; ;7.280,54;0
2000-05-08; ; ; ;7.408,09;0
2000-05-05; ; ; ;7.530,82;0
2000-05-04; ; ; ;7.386,71;0
2000-05-03; ; ; ;7.376,93;0
2000-05-02; ; ; ;7.555,92;0
2000-05-01; ; ; ;7.414,68;0
2000-04-28; ; ; ;7.414,68;0
2000-04-27; ; ; ;7.221,74;0
2000-04-26; ; ; ;7.388,55;0
2000-04-25; ; ; ;7.280,51;0
2000-04-24; ; ; ;7.157,95;0
2000-04-21; ; ; ;7.157,95;0
2000-04-20; ; ; ;7.157,95;0
2000-04-19; ; ; ;7.216,71;0
2000-04-18; ; ; ;7.196,49;0
2000-04-17; ; ; ;7.187,14;0
2000-04-14; ; ; ;7.214,83;0
2000-04-13; ; ; ;7.449,06;0
2000-04-12; ; ; ;7.443,07;0
2000-04-11; ; ; ;7.442,66;0
2000-04-10; ; ; ;7.516,95;0
2000-04-07; ; ; ;7.522,2;0
2000-04-06; ; ; ;7.446,21;0
2000-04-05; ; ; ;7.330,77;0
2000-04-04; ; ; ;7.522,8;0
2000-04-03; ; ; ;7.429,22;0
2000-03-31; ; ; ;7.599,39;0
2000-03-30; ; ; ;7.644,89;0
2000-03-29; ; ; ;7.864,76;0
2000-03-28; ; ; ;7.931,93;0
2000-03-27; ; ; ;7.892,49;0
2000-03-24; ; ; ;7.932,42;0
2000-03-23; ; ; ;7.694,78;0
2000-03-22; ; ; ;7.798,62;0
2000-03-21; ; ; ;7.807,93;0
2000-03-20; ; ; ;7.872,38;0
2000-03-17; ; ; ;7.710,92;0
2000-03-16; ; ; ;7.583,96;0
2000-03-15; ; ; ;7.414,46;0
2000-03-14; ; ; ;7.650,05;0
2000-03-13; ; ; ;7.693,85;0
2000-03-10; ; ; ;7.975,95;0
2000-03-09; ; ; ;7.949,15;0
2000-03-08; ; ; ;7.987;0
2000-03-07; ; ; ;8.064,97;0
2000-03-06; ; ; ;7.975,78;0
2000-03-03; ; ; ;7.960,03;0
2000-03-02; ; ; ;7.945,77;0
2000-03-01; ; ; ;7.727,93;0
2000-02-29; ; ; ;7.644,55;0
2000-02-28; ; ; ;7.587,13;0
2000-02-25; ; ; ;7.738,68;0
2000-02-24; ; ; ;7.640,53;0
2000-02-23; ; ; ;7.698,97;0
2000-02-22; ; ; ;7.607,94;0
2000-02-21; ; ; ;7.590,53;0
2000-02-18; ; ; ;7.573,78;0
2000-02-17; ; ; ;7.580,53;0
2000-02-16; ; ; ;7.490,32;0
2000-02-15; ; ; ;7.396,13;0
2000-02-14; ; ; ;7.644,8;0
2000-02-11; ; ; ;7.611,55;0
2000-02-10; ; ; ;7.709,27;0
2000-02-09; ; ; ;7.629,11;0
2000-02-08; ; ; ;7.549,88;0
2000-02-07; ; ; ;7.296,32;0
2000-02-04; ; ; ;7.444,61;0
2000-02-03; ; ; ;7.354,26;0
2000-02-02; ; ; ;7.171,95;0
2000-02-01; ; ; ;7.050,46;0
2000-01-31; ; ; ;6.835,6;0
2000-01-28; ; ; ;7.066,6;0
2000-01-27; ; ; ;7.126,13;0
2000-01-26; ; ; ;6.969,37;0
2000-01-25; ; ; ;6.809,64;0
2000-01-24; ; ; ;6.931,99;0
2000-01-21; ; ; ;6.992,75;0
2000-01-20; ; ; ;7.112,66;0
2000-01-19; ; ; ;7.091,04;0
2000-01-18; ; ; ;7.072,12;0
2000-01-17; ; ; ;7.258,9;0
2000-01-14; ; ; ;7.173,22;0
2000-01-13; ; ; ;6.955,98;0
2000-01-12; ; ; ;6.912,81;0
2000-01-11; ; ; ;6.891,25;0
2000-01-10; ; ; ;6.925,52;0
2000-01-07; ; ; ;6.780,96;0
2000-01-06; ; ; ;6.474,92;0
2000-01-05; ; ; ;6.502,07;0
2000-01-04; ; ; ;6.586,95;0
2000-01-03; ; ; ;6.750,76;0
1999-12-30; ; ; ;6.958,14;0
1999-12-29; ; ; ;6.859,58;0
1999-12-28; ; ; ;6.861,54;0
1999-12-27; ; ; ;6.837,41;0
1999-12-23; ; ; ;6.782,39;0
1999-12-22; ; ; ;6.492,53;0
1999-12-21; ; ; ;6.418,68;0
1999-12-20; ; ; ;6.378,66;0
1999-12-17; ; ; ;6.353,9;0
1999-12-16; ; ; ;6.341,29;0
1999-12-15; ; ; ;6.232,75;0
1999-12-14; ; ; ;6.187,99;0
1999-12-13; ; ; ;6.127,2;0
1999-12-10; ; ; ;6.097,9;0
1999-12-09; ; ; ;6.118,06;0
1999-12-08; ; ; ;6.115,59;0
1999-12-07; ; ; ;6.158,77;0
1999-12-06; ; ; ;6.142,19;0
1999-12-03; ; ; ;6.119,17;0
1999-12-02; ; ; ;5.937,2;0
1999-12-01; ; ; ;5.933,84;0
1999-11-30; ; ; ;5.896,04;0
1999-11-29; ; ; ;5.888,88;0
1999-11-26; ; ; ;5.958,07;0
1999-11-25; ; ; ;5.961,45;0
1999-11-24; ; ; ;5.818,73;0
1999-11-23; ; ; ;5.814,74;0
1999-11-22; ; ; ;5.819,89;0
1999-11-19; ; ; ;5.955,97;0
1999-11-18; ; ; ;5.950,05;0
1999-11-17; ; ; ;5.870,17;0
1999-11-16; ; ; ;5.909,52;0
1999-11-15; ; ; ;5.859,29;0
1999-11-12; ; ; ;5.791,05;0
1999-11-11; ; ; ;5.802,36;0
1999-11-10; ; ; ;5.742,42;0
1999-11-09; ; ; ;5.694,73;0
1999-11-08; ; ; ;5.647,94;0
1999-11-05; ; ; ;5.658,1;0
1999-11-04; ; ; ;5.635,62;0
1999-11-03; ; ; ;5.560,87;0
1999-11-02; ; ; ;5.546,95;0
1999-11-01; ; ; ;5.524,92;0
1999-10-29; ; ; ;5.525,4;0
1999-10-28; ; ; ;5.478,89;0
1999-10-27; ; ; ;5.363,86;0
1999-10-26; ; ; ;5.388,76;0
1999-10-25; ; ; ;5.320,4;0
1999-10-22; ; ; ;5.357,75;0
1999-10-21; ; ; ;5.246,49;0
1999-10-20; ; ; ;5.291,23;0
1999-10-19; ; ; ;5.296,91;0
1999-10-18; ; ; ;5.156,28;0
1999-10-15; ; ; ;5.184,23;0
1999-10-14; ; ; ;5.220,29;0
1999-10-13; ; ; ;5.295,43;0
1999-10-12; ; ; ;5.358,46;0
1999-10-11; ; ; ;5.414,5;0
1999-10-08; ; ; ;5.419,26;0
1999-10-07; ; ; ;5.419,31;0
1999-10-06; ; ; ;5.353,32;0
1999-10-05; ; ; ;5.301,85;0
1999-10-04; ; ; ;5.218,86;0
1999-10-01; ; ; ;5.124,55;0
1999-09-30; ; ; ;5.149,83;0
1999-09-29; ; ; ;5.135,62;0
1999-09-28; ; ; ;5.119,1;0
1999-09-27; ; ; ;5.186,53;0
1999-09-24; ; ; ;5.186,53;0
1999-09-23; ; ; ;5.299,57;0
1999-09-22; ; ; ;5.238,76;0
1999-09-21; ; ; ;5.282,76;0
1999-09-20; ; ; ;5.351,98;0
1999-09-17; ; ; ;5.303,94;0
1999-09-16; ; ; ;5.304,42;0
1999-09-15; ; ; ;5.387,18;0
1999-09-14; ; ; ;5.401,47;0
1999-09-13; ; ; ;5.446,91;0
1999-09-10; ; ; ;5.483,95;0
1999-09-09; ; ; ;5.436,86;0
1999-09-08; ; ; ;5.400,7;0
1999-09-07; ; ; ;5.391,36;0
1999-09-06; ; ; ;5.400,55;0
1999-09-03; ; ; ;5.336,22;0
1999-09-02; ; ; ;5.189,92;0
1999-09-01; ; ; ;5.317,12;0
1999-08-31; ; ; ;5.270,77;0
1999-08-30; ; ; ;5.392,53;0
1999-08-27; ; ; ;5.420,36;0
1999-08-26; ; ; ;5.389,34;0
1999-08-25; ; ; ;5.400,32;0
1999-08-24; ; ; ;5.324,02;0
1999-08-23; ; ; ;5.301,98;0
1999-08-20; ; ; ;5.254,14;0
1999-08-19; ; ; ;5.186,85;0
1999-08-18; ; ; ;5.230,47;0
1999-08-17; ; ; ;5.259,91;0
1999-08-16; ; ; ;5.257,1;0
1999-08-13; ; ; ;5.219,43;0
1999-08-12; ; ; ;5.127,43;0
1999-08-11; ; ; ;5.019,69;0
1999-08-10; ; ; ;5.000,87;0
1999-08-09; ; ; ;5.087,3;0
1999-08-06; ; ; ;5.010,47;0
1999-08-05; ; ; ;4.978,45;0
1999-08-04; ; ; ;5.119,37;0
1999-08-03; ; ; ;5.107,68;0
1999-08-02; ; ; ;5.129,5;0
1999-07-30; ; ; ;5.101,87;0
1999-07-29; ; ; ;5.052,32;0
1999-07-28; ; ; ;5.229,56;0
1999-07-27; ; ; ;5.224,16;0
1999-07-26; ; ; ;5.206,44;0
1999-07-23; ; ; ;5.310,63;0
1999-07-22; ; ; ;5.340,91;0
1999-07-21; ; ; ;5.414,17;0
1999-07-20; ; ; ;5.491,29;0
1999-07-19; ; ; ;5.624,74;0
1999-07-16; ; ; ;5.619,94;0
1999-07-15; ; ; ;5.619,26;0
1999-07-14; ; ; ;5.610,89;0
1999-07-13; ; ; ;5.573,82;0
1999-07-12; ; ; ;5.652,02;0
1999-07-09; ; ; ;5.638,95;0
1999-07-08; ; ; ;5.607,1;0
1999-07-07; ; ; ;5.588,5;0
1999-07-06; ; ; ;5.612,9;0
1999-07-05; ; ; ;5.625,62;0
1999-07-02; ; ; ;5.517,57;0
1999-07-01; ; ; ;5.480,22;0
1999-06-30; ; ; ;5.378,52;0
1999-06-29; ; ; ;5.462,94;0
1999-06-28; ; ; ;5.462,94;0
1999-06-25; ; ; ;5.462,94;0
1999-06-24; ; ; ;5.462,94;0
1999-06-23; ; ; ;5.462,94;0
1999-06-22; ; ; ;5.462,94;0
1999-06-21; ; ; ;5.462,94;0
1999-06-18; ; ; ;5.462,94;0
1999-06-17; ; ; ;5.414,5;0
1999-06-16; ; ; ;5.309,89;0
1999-06-15; ; ; ;5.288,76;0
1999-06-14; ; ; ;5.279,49;0
1999-06-11; ; ; ;5.224,79;0
1999-06-10; ; ; ;5.231,92;0
1999-06-09; ; ; ;5.260,08;0
1999-06-08; ; ; ;5.236,19;0
1999-06-07; ; ; ;5.136,01;0
1999-06-04; ; ; ;5.044,11;0
1999-06-03; ; ; ;5.013,5;0
1999-06-02; ; ; ;5.013,5;0
1999-06-01; ; ; ;5.065,31;0
1999-05-31; ; ; ;5.042,54;0
1999-05-28; ; ; ;5.006,68;0
1999-05-27; ; ; ;5.171,44;0
1999-05-26; ; ; ;5.188,67;0
1999-05-25; ; ; ;5.153,52;0
1999-05-24; ; ; ;5.235,05;0
1999-05-21; ; ; ;5.235,05;0
1999-05-20; ; ; ;5.237,53;0
1999-05-19; ; ; ;5.170,1;0
1999-05-18; ; ; ;5.128,4;0
1999-05-17; ; ; ;5.116,78;0
1999-05-14; ; ; ;5.297,97;0
1999-05-13; ; ; ;5.245,5;0
1999-05-12; ; ; ;5.245,5;0
1999-05-11; ; ; ;5.249,24;0
1999-05-10; ; ; ;5.222,23;0
1999-05-07; ; ; ;5.237,75;0
1999-05-06; ; ; ;5.335,56;0
1999-05-05; ; ; ;5.308,64;0
1999-05-04; ; ; ;5.430,1;0
1999-05-03; ; ; ;5.356,25;0
1999-04-30; ; ; ;5.376,18;0
1999-04-29; ; ; ;5.299,05;0
1999-04-28; ; ; ;5.314,5;0
1999-04-27; ; ; ;5.313,81;0
1999-04-26; ; ; ;5.254,12;0
1999-04-23; ; ; ;5.199,41;0
1999-04-22; ; ; ;5.215,06;0
1999-04-21; ; ; ;5.140,95;0
1999-04-20; ; ; ;5.139,94;0
1999-04-19; ; ; ;5.224,96;0
1999-04-16; ; ; ;5.152,42;0
1999-04-15; ; ; ;5.186,77;0
1999-04-14; ; ; ;5.157,68;0
1999-04-13; ; ; ;5.207,81;0
1999-04-12; ; ; ;5.127,33;0
1999-04-09; ; ; ;5.021,41;0
1999-04-08; ; ; ;5.021,41;0
1999-04-07; ; ; ;5.048,65;0
1999-04-06; ; ; ;4.964,48;0
1999-04-05; ; ; ;4.839,58;0
1999-04-02; ; ; ;4.839,58;0
1999-04-01; ; ; ;4.839,58;0
1999-03-31; ; ; ;4.856,04;0
1999-03-30; ; ; ;4.858,37;0
1999-03-29; ; ; ;4.806,63;0
1999-03-26; ; ; ;4.826,79;0
1999-03-25; ; ; ;4.814,27;0
1999-03-24; ; ; ;4.801,11;0
1999-03-23; ; ; ;4.924,18;0
1999-03-22; ; ; ;5.049,95;0
1999-03-19; ; ; ;5.108,16;0
1999-03-18; ; ; ;4.989,09;0
1999-03-17; ; ; ;5.061,47;0
1999-03-16; ; ; ;5.091,48;0
1999-03-15; ; ; ;4.991,23;0
1999-03-12; ; ; ;5.031,07;0
1999-03-11; ; ; ;4.753,46;0
1999-03-10; ; ; ;4.715,4;0
1999-03-09; ; ; ;4.839,12;0
1999-03-08; ; ; ;4.799,2;0
1999-03-05; ; ; ;4.752,3;0
1999-03-04; ; ; ;4.636,6;0
1999-03-03; ; ; ;4.786,42;0
1999-03-02; ; ; ;4.720,39;0
1999-03-01; ; ; ;4.866,21;0
1999-02-26; ; ; ;4.870,76;0
1999-02-25; ; ; ;5.007,93;0
1999-02-24; ; ; ;5.051,48;0
1999-02-23; ; ; ;4.997,67;0
1999-02-22; ; ; ;4.885,22;0
1999-02-19; ; ; ;4.857,7;0
1999-02-18; ; ; ;4.839,52;0
1999-02-17; ; ; ;4.815,78;0
1999-02-16; ; ; ;4.889,51;0
1999-02-15; ; ; ;4.835,53;0
1999-02-12; ; ; ;5.000,87;0
1999-02-11; ; ; ;4.854,34;0
1999-02-10; ; ; ;4.807,23;0
1999-02-09; ; ; ;5.016,05;0
1999-02-08; ; ; ;5.040,64;0
1999-02-05; ; ; ;5.063,38;0
1999-02-04; ; ; ;5.163,04;0
1999-02-03; ; ; ;5.140,33;0
1999-02-02; ; ; ;5.191,83;0
1999-02-01; ; ; ;5.246,09;0
1999-01-29; ; ; ;5.157,02;0
1999-01-28; ; ; ;5.040,54;0
1999-01-27; ; ; ;5.079,12;0
1999-01-26; ; ; ;5.010,41;0
1999-01-25; ; ; ;4.920,82;0
1999-01-22; ; ; ;5.039,43;0
1999-01-21; ; ; ;5.186,93;0
1999-01-20; ; ; ;5.132,31;0
1999-01-19; ; ; ;4.986,6;0
1999-01-18; ; ; ;5.038,98;0
1999-01-15; ; ; ;4.885,62;0
1999-01-14; ; ; ;5.018,86;0
1999-01-13; ; ; ;5.005,36;0
1999-01-12; ; ; ;5.250,8;0
1999-01-11; ; ; ;5.322,69;0
1999-01-08; ; ; ;5.401,23;0
1999-01-07; ; ; ;5.356,14;0
1999-01-06; ; ; ;5.362,27;0
1999-01-05; ; ; ;5.239,99;0
1999-01-04; ; ; ;5.189,68;0
1998-12-30; ; ; ;5.031,52;0
1998-12-29; ; ; ;5.028,29;0
1998-12-28; ; ; ;5.025,37;0
1998-12-23; ; ; ;4.908,62;0
1998-12-22; ; ; ;4.894,73;0
1998-12-21; ; ; ;4.683,32;0
1998-12-18; ; ; ;4.706,47;0
1998-12-17; ; ; ;4.721,83;0
1998-12-16; ; ; ;4.686,53;0
1998-12-15; ; ; ;4.585,89;0
1998-12-14; ; ; ;4.550,05;0
1998-12-11; ; ; ;4.550,86;0
1998-12-10; ; ; ;4.675,45;0
1998-12-09; ; ; ;4.659,32;0
1998-12-08; ; ; ;4.719,12;0
1998-12-07; ; ; ;4.829,53;0
1998-12-04; ; ; ;4.762,43;0
1998-12-03; ; ; ;4.644,2;0
1998-12-02; ; ; ;4.805,85;0
1998-12-01; ; ; ;4.864,33;0
1998-11-30; ; ; ;5.154,65;0
1998-11-27; ; ; ;5.046,18;0
1998-11-26; ; ; ;5.030,75;0
1998-11-25; ; ; ;4.997,01;0
1998-11-24; ; ; ;4.991,49;0
1998-11-23; ; ; ;4.993,46;0
1998-11-20; ; ; ;4.873,38;0
1998-11-19; ; ; ;4.745,05;0
1998-11-18; ; ; ;4.743,39;0
1998-11-17; ; ; ;4.763,75;0
1998-11-16; ; ; ;4.711,23;0
1998-11-13; ; ; ;4.645,94;0
1998-11-12; ; ; ;4.651,26;0
1998-11-10; ; ; ;4.692,84;0
1998-11-09; ; ; ;4.768,84;0
1998-11-06; ; ; ;4.855,2;0
1998-11-05; ; ; ;4.843,27;0
1998-11-04; ; ; ;4.811,95;0
1998-11-03; ; ; ;4.776,81;0
1998-11-02; ; ; ;4.783,32;0
1998-10-30; ; ; ;4.663,83;0
1998-10-29; ; ; ;4.522,45;0
1998-10-28; ; ; ;4.582,88;0
1998-10-27; ; ; ;4.680,7;0
1998-10-26; ; ; ;4.572,4;0
1998-10-23; ; ; ;4.448,97;0
1998-10-22; ; ; ;4.585,16;0
1998-10-21; ; ; ;4.588,03;0
1998-10-20; ; ; ;4.537,98;0
1998-10-19; ; ; ;4.455,23;0
1998-10-16; ; ; ;4.449,42;0
1998-10-15; ; ; ;4.407,38;0
1998-10-14; ; ; ;4.226,55;0
1998-10-13; ; ; ;4.247,25;0
1998-10-12; ; ; ;4.170,89;0
1998-10-09; ; ; ;3.969,04;0
1998-10-08; ; ; ;3.958,9;0
1998-10-07; ; ; ;4.158,19;0
1998-10-06; ; ; ;4.092,68;0
1998-10-05; ; ; ;4.086,31;0
1998-10-02; ; ; ;3.918,94;0
1998-10-01; ; ; ;4.251,08;0
1998-09-30; ; ; ;4.515,61;0
1998-09-29; ; ; ;4.639,07;0
1998-09-28; ; ; ;4.573,47;0
1998-09-25; ; ; ;4.520,34;0
1998-09-24; ; ; ;4.820,65;0
1998-09-23; ; ; ;4.683,65;0
1998-09-22; ; ; ;4.576,32;0
1998-09-21; ; ; ;4.458,58;0
1998-09-18; ; ; ;4.634,14;0
1998-09-17; ; ; ;4.731,89;0
1998-09-16; ; ; ;4.940,26;0
1998-09-15; ; ; ;4.844,53;0
1998-09-14; ; ; ;4.895,26;0
1998-09-11; ; ; ;4.703,94;0
1998-09-10; ; ; ;4.866,06;0
1998-09-09; ; ; ;5.056,97;0
1998-09-08; ; ; ;4.967,35;0
1998-09-07; ; ; ;4.931,74;0
1998-09-04; ; ; ;4.910,78;0
1998-09-03; ; ; ;4.875,95;0
1998-09-02; ; ; ;4.991,28;0
1998-09-01; ; ; ;4.774,09;0
1998-08-31; ; ; ;4.942,8;0
1998-08-28; ; ; ;4.920,73;0
1998-08-27; ; ; ;5.071,96;0
1998-08-26; ; ; ;5.342,79;0
1998-08-25; ; ; ;5.386,96;0
1998-08-24; ; ; ;5.183,14;0
1998-08-21; ; ; ;5.311,36;0
1998-08-20; ; ; ;5.564,67;0
1998-08-19; ; ; ;5.640,07;0
1998-08-18; ; ; ;5.571,98;0
1998-08-17; ; ; ;5.387,83;0
1998-08-14; ; ; ;5.462,16;0
1998-08-13; ; ; ;5.268,49;0
1998-08-12; ; ; ;5.365,1;0
1998-08-11; ; ; ;5.401,58;0
1998-08-10; ; ; ;5.557,84;0
1998-08-07; ; ; ;5.556,47;0
1998-08-06; ; ; ;5.585,79;0
1998-08-05; ; ; ;5.627,55;0
1998-08-04; ; ; ;5.768,99;0
1998-08-03; ; ; ;5.740,81;0
1998-07-31; ; ; ;5.958,68;0
1998-07-30; ; ; ;5.873,9;0
1998-07-29; ; ; ;5.844,01;0
1998-07-28; ; ; ;5.905,87;0
1998-07-27; ; ; ;6.065,98;0
1998-07-24; ; ; ;6.010,95;0
1998-07-23; ; ; ;6.042,99;0
1998-07-22; ; ; ;6.143,34;0
1998-07-21; ; ; ;6.183,6;0
1998-07-20; ; ; ;6.189,71;0
1998-07-17; ; ; ;6.133,97;0
1998-07-16; ; ; ;6.154,38;0
1998-07-15; ; ; ;6.105,73;0
1998-07-14; ; ; ;6.074,2;0
1998-07-13; ; ; ;6.038,7;0
1998-07-10; ; ; ;5.939,91;0
1998-07-09; ; ; ;6.043,29;0
1998-07-08; ; ; ;5.980,04;0
1998-07-07; ; ; ;5.977,94;0
1998-07-06; ; ; ;5.922,88;0
1998-07-03; ; ; ;5.943,64;0
1998-07-02; ; ; ;5.966,07;0
1998-07-01; ; ; ;5.898,88;0
1998-06-30; ; ; ;5.880,62;0
1998-06-29; ; ; ;5.913,2;0
1998-06-26; ; ; ;5.876,77;0
1998-06-25; ; ; ;5.853,19;0
1998-06-24; ; ; ;5.744,17;0
1998-06-23; ; ; ;5.681,97;0
1998-06-22; ; ; ;5.630,09;0
1998-06-19; ; ; ;5.683,1;0
1998-06-18; ; ; ;5.723,98;0
1998-06-17; ; ; ;5.693,05;0
1998-06-16; ; ; ;5.580,37;0
1998-06-15; ; ; ;5.543,24;0
1998-06-12; ; ; ;5.662,56;0
1998-06-11; ; ; ;5.735,98;0
1998-06-10; ; ; ;5.735,98;0
1998-06-09; ; ; ;5.752,15;0
1998-06-08; ; ; ;5.770,58;0
1998-06-05; ; ; ;5.678,75;0
1998-06-04; ; ; ;5.613,11;0
1998-06-03; ; ; ;5.619,88;0
1998-06-02; ; ; ;5.567,06;0
1998-06-01; ; ; ;5.561,07;0
1998-05-29; ; ; ;5.561,07;0
1998-05-27; ; ; ;5.479,79;0
1998-05-26; ; ; ;5.643,01;0
1998-05-25; ; ; ;5.570,63;0
1998-05-22; ; ; ;5.559,58;0
1998-05-21; ; ; ;5.508,56;0
1998-05-20; ; ; ;5.508,56;0
1998-05-19; ; ; ;5.389,55;0
1998-05-18; ; ; ;5.380,34;0
1998-05-15; ; ; ;5.380,58;0
1998-05-14; ; ; ;5.360,92;0
1998-05-13; ; ; ;5.388,11;0
1998-05-12; ; ; ;5.299,65;0
1998-05-11; ; ; ;5.341,15;0
1998-05-08; ; ; ;5.246,39;0
1998-05-07; ; ; ;5.206,34;0
1998-05-06; ; ; ;5.226,05;0
1998-05-05; ; ; ;5.236,78;0
1998-05-04; ; ; ;5.333,1;0
1998-05-01; ; ; ;5.116,52;0
1998-04-30; ; ; ;5.116,52;0
1998-04-29; ; ; ;5.137,43;0
1998-04-28; ; ; ;5.052,42;0
1998-04-27; ; ; ;5.102,49;0
1998-04-24; ; ; ;5.145,37;0
1998-04-23; ; ; ;5.281,14;0
1998-04-22; ; ; ;5.390,31;0
1998-04-21; ; ; ;5.372,48;0
1998-04-20; ; ; ;5.413,42;0
1998-04-17; ; ; ;5.260,56;0
1998-04-16; ; ; ;5.322,75;0
1998-04-15; ; ; ;5.384,46;0
1998-04-14; ; ; ;5.399,79;0
1998-04-13; ; ; ;5.300,39;0
1998-04-10; ; ; ;5.300,39;0
1998-04-09; ; ; ;5.300,39;0
1998-04-08; ; ; ;5.252,8;0
1998-04-07; ; ; ;5.336,79;0
1998-04-06; ; ; ;5.276,23;0
1998-04-03; ; ; ;5.232,6;0
1998-04-02; ; ; ;5.167,45;0
1998-04-01; ; ; ;5.121,72;0
1998-03-31; ; ; ;5.094,26;0
1998-03-30; ; ; ;5.048,73;0
1998-03-27; ; ; ;5.066,47;0
1998-03-26; ; ; ;5.052,16;0
1998-03-25; ; ; ;5.095,79;0
1998-03-24; ; ; ;5.017,86;0
1998-03-23; ; ; ;5.015,87;0
1998-03-20; ; ; ;4.998,07;0
1998-03-19; ; ; ;4.921,66;0
1998-03-18; ; ; ;4.930,24;0
1998-03-17; ; ; ;4.940,35;0
1998-03-16; ; ; ;4.866,47;0
1998-03-13; ; ; ;4.884,59;0
1998-03-12; ; ; ;4.839,41;0
1998-03-11; ; ; ;4.845,22;0
1998-03-10; ; ; ;4.827,12;0
1998-03-09; ; ; ;4.769,66;0
1998-03-06; ; ; ;4.712,52;0
1998-03-05; ; ; ;4.633,05;0
1998-03-04; ; ; ;4.747,9;0
1998-03-03; ; ; ;4.757,08;0
1998-03-02; ; ; ;4.741,75;0
1998-02-27; ; ; ;4.716,29;0
1998-02-26; ; ; ;4.700,32;0
1998-02-25; ; ; ;4.644,93;0
1998-02-24; ; ; ;4.592,76;0
1998-02-23; ; ; ;4.647,12;0
1998-02-20; ; ; ;4.585,07;0
1998-02-19; ; ; ;4.598,95;0
1998-02-18; ; ; ;4.622,55;0
1998-02-17; ; ; ;4.586,84;0
1998-02-16; ; ; ;4.518,17;0
1998-02-13; ; ; ;4.497,01;0
1998-02-12; ; ; ;4.546,3;0
1998-02-11; ; ; ;4.585,03;0
1998-02-10; ; ; ;4.519,32;0
1998-02-09; ; ; ;4.561,27;0
1998-02-06; ; ; ;4.508,18;0
1998-02-05; ; ; ;4.558,58;0
1998-02-04; ; ; ;4.511,76;0
1998-02-03; ; ; ;4.520,07;0
1998-02-02; ; ; ;4.513,41;0
1998-01-30; ; ; ;4.439,37;0
1998-01-29; ; ; ;4.413,64;0
1998-01-28; ; ; ;4.374,76;0
1998-01-27; ; ; ;4.274,15;0
1998-01-26; ; ; ;4.223,83;0
1998-01-23; ; ; ;4.239,18;0
1998-01-22; ; ; ;4.210,69;0
1998-01-21; ; ; ;4.287,64;0
1998-01-20; ; ; ;4.292,86;0
1998-01-19; ; ; ;4.293,41;0
1998-01-16; ; ; ;4.184,48;0
1998-01-15; ; ; ;4.133,03;0
